,track_name,_description
120,2sHwSBNDZN2yjCtgwStYt1,crush culture conan gray crush culture highpopularity lowacousticness middanceability highenergy lowinstrumentalness lowliveness highloudness majormode lowspeechiness hightempo midvalence highalbum_popularity highartist_popularity presenttime pop bedroom pop key0 
121,0Ma3HnDcmCSbjv3uu3aIPO,coastline hollow coves coastline lowpopularity midacousticness highdanceability midenergy lowinstrumentalness lowliveness highloudness majormode lowspeechiness midtempo midvalence lowalbum_popularity midartist_popularity presenttime indie folk key2 
122,0rhY13KyKIgPhrEez3Xp2m,virginia hope cross virginia lowpopularity highacousticness lowdanceability lowenergy lowinstrumentalness midliveness highloudness majormode lowspeechiness midtempo lowvalence lowalbum_popularity lowartist_popularity presenttime  key4 
123,2VvTMIXG760UiG9OSiFt9j,real estate adam melchor real estate midpopularity highacousticness middanceability lowenergy lowinstrumentalness lowliveness highloudness majormode lowspeechiness midtempo lowvalence midalbum_popularity midartist_popularity presenttime indie pop key2 
124,3f1njJx1iKrDjq9TZPfY3E,woman  single version mumford & sons woman - single version lowpopularity highacousticness middanceability midenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness midtempo lowvalence lowalbum_popularity highartist_popularity presenttime stomp and holler modern folk rock key1 
125,0CTNLJMN9dMG4cl5qgsZSv,highwomen the highwomen highwomen midpopularity highacousticness middanceability midenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness midtempo midvalence midalbum_popularity midartist_popularity presenttime new americana key8 
126,7IgYxRCJtp36BlDUEoLEg7,redesigning women the highwomen redesigning women midpopularity lowacousticness middanceability midenergy lowinstrumentalness lowliveness highloudness majormode lowspeechiness hightempo midvalence midalbum_popularity midartist_popularity presenttime new americana key5 
127,6e5RUBdQ4M2L1D5ULaUFqX,downpour brandi carlile downpour midpopularity highacousticness middanceability lowenergy lowinstrumentalness lowliveness highloudness majormode lowspeechiness midtempo lowvalence midalbum_popularity midartist_popularity twothousands indie pop acoustic pop lilith new americana folk modern folk rock key7 
128,5TXwU5dCw3h6Tsr0UC3APQ,free to be me francesca battistelli free to be me midpopularity lowacousticness middanceability highenergy lowinstrumentalness lowliveness highloudness majormode lowspeechiness hightempo midvalence midalbum_popularity midartist_popularity twothousands christian alternative rock christian music ccm worship key5 
129,0h7zQbN5rJ8lrh24EBjYmj,hearts content  strings mix brandi carlile heart's content - strings mix lowpopularity highacousticness middanceability lowenergy lowinstrumentalness lowliveness highloudness majormode lowspeechiness midtempo midvalence midalbum_popularity midartist_popularity presenttime indie pop acoustic pop lilith new americana folk modern folk rock key3 
130,12kiPojoDxELZWf3bC6Mpc,haven we banjo 3 haven lowpopularity midacousticness middanceability midenergy lowinstrumentalness lowliveness highloudness majormode lowspeechiness slowtempo midvalence lowalbum_popularity midartist_popularity presenttime  key4 
131,5KLcBroBfpQSHdL0JiH8rN,wilder days morgan wade wilder days lowpopularity lowacousticness middanceability highenergy lowinstrumentalness lowliveness highloudness majormode lowspeechiness midtempo midvalence lowalbum_popularity midartist_popularity presenttime contemporary country key9 
132,6VsvKPJ4xjVNKpI8VVZ3SV,invisible string taylor swift invisible string highpopularity highacousticness middanceability midenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness midtempo midvalence highalbum_popularity highartist_popularity presenttime pop key4 
133,4CQWR7selY38Hi5UJcn7Yx,crowded table the highwomen crowded table lowpopularity lowacousticness middanceability midenergy lowinstrumentalness lowliveness highloudness majormode lowspeechiness hightempo midvalence lowalbum_popularity midartist_popularity presenttime new americana key11 
134,2JoJrsEV15OzbijS47lids,today was a fairytale taylor’s version taylor swift today was a fairytale (taylor’s version) midpopularity lowacousticness middanceability highenergy lowinstrumentalness lowliveness highloudness majormode lowspeechiness hightempo lowvalence highalbum_popularity highartist_popularity presenttime pop key7 
135,73kz81vSBTPcERJlvhsYKp,summertime becca vanderbeck summertime midpopularity lowacousticness highdanceability highenergy lowinstrumentalness lowliveness highloudness majormode lowspeechiness midtempo midvalence midalbum_popularity lowartist_popularity presenttime  key9 
136,3lVPtkNFoIyPPGVdNri4VH,neon moon  with kacey musgraves brooks & dunn neon moon - with kacey musgraves midpopularity lowacousticness middanceability midenergy lowinstrumentalness lowliveness highloudness majormode lowspeechiness midtempo lowvalence midalbum_popularity highartist_popularity presenttime country contemporary country country road country rock key3 
137,3XJHh26uduuRrr8MO17RU4,aint together king princess ain't together lowpopularity lowacousticness highdanceability midenergy lowinstrumentalness lowliveness highloudness majormode lowspeechiness midtempo highvalence lowalbum_popularity midartist_popularity presenttime pop electropop indie poptimism alt z indie pop art pop key0 
138,1iJBSr7s7jYXzM8EGcbK5b,to begin again ingrid michaelson to begin again midpopularity lowacousticness middanceability midenergy lowinstrumentalness lowliveness highloudness majormode lowspeechiness midtempo lowvalence midalbum_popularity midartist_popularity presenttime pop rock neo mellow acoustic pop lilith ectofolk key0 
139,7aohwSiTDju51QmC54AUba,you and i ingrid michaelson you and i midpopularity highacousticness highdanceability lowenergy lowinstrumentalness lowliveness highloudness majormode lowspeechiness hightempo midvalence midalbum_popularity midartist_popularity twothousands pop rock neo mellow acoustic pop lilith ectofolk key0 
140,6Jo0NEaU8Ray3TEl1LVkw7,wanna be betty who wanna be midpopularity lowacousticness highdanceability highenergy lowinstrumentalness lowliveness highloudness majormode lowspeechiness midtempo midvalence midalbum_popularity midartist_popularity presenttime pop dance pop postteen pop electropop indie poptimism metropopolis key4 
141,5pomCBdsTZSDCFHH8BAUQe,this is me demi lovato this is me midpopularity lowacousticness middanceability highenergy lowinstrumentalness lowliveness highloudness majormode lowspeechiness midtempo midvalence midalbum_popularity highartist_popularity twothousands pop dance pop postteen pop key1 
142,5zA8vzDGqPl2AzZkEYQGKh,uptown girl billy joel uptown girl highpopularity lowacousticness highdanceability highenergy lowinstrumentalness midliveness highloudness majormode lowspeechiness hightempo highvalence highalbum_popularity highartist_popularity eighties piano rock rock singersongwriter classic rock mellow gold soft rock key4 
143,2AVkArcfALVk2X8sfPRzya,summer nights  from “grease” john travolta summer nights - from “grease” highpopularity midacousticness highdanceability highenergy lowinstrumentalness lowliveness highloudness majormode lowspeechiness hightempo midvalence highalbum_popularity midartist_popularity seventies hollywood key2 
144,4I7DV3MIgxJGlObiy9s6nx,that dont impress me much shania twain that don't impress me much midpopularity lowacousticness highdanceability highenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness hightempo highvalence midalbum_popularity highartist_popularity nineties country country dawn canadian pop canadian country key10 
145,6sxptembJVty4sNtcPMAVz,man i feel like a woman shania twain man! i feel like a woman! highpopularity midacousticness middanceability midenergy lowinstrumentalness lowliveness highloudness majormode lowspeechiness hightempo highvalence highalbum_popularity highartist_popularity nineties country country dawn canadian pop canadian country key10 
146,2EcsgXlxz99UMDSPg5T8RF,beneath your beautiful feat emeli sandé labrinth beneath your beautiful (feat. emeli sandé) highpopularity lowacousticness middanceability midenergy lowinstrumentalness lowliveness highloudness majormode lowspeechiness midtempo lowvalence midalbum_popularity highartist_popularity twothousands pop indie poptimism key2 
147,1hGy2eLcmC8eKx7qr1tOqx,beautiful girls sean kingston beautiful girls highpopularity lowacousticness highdanceability highenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness hightempo highvalence midalbum_popularity highartist_popularity twothousands pop dance pop postteen pop rap urban contemporary miami hip hop key1 
148,0JiY190vktuhSGN6aqJdrt,so what p!nk so what highpopularity lowacousticness middanceability highenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness hightempo midvalence highalbum_popularity highartist_popularity twothousands pop dance pop key11 
149,1gv4xPanImH17bKZ9rOveR,raise your glass p!nk raise your glass highpopularity lowacousticness highdanceability highenergy lowinstrumentalness lowliveness highloudness majormode lowspeechiness hightempo midvalence midalbum_popularity highartist_popularity twothousands pop dance pop key7 
150,4qEoqyPbLYnLOii6mKlIjI,"determinate  from lemonade mouth adam hicks determinate - from ""lemonade mouth"" midpopularity lowacousticness middanceability highenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness hightempo lowvalence midalbum_popularity midartist_popularity twothousands pop postteen pop key1 "
151,1Y4ZdPOOgCUhBcKZOrUFiS,lip gloss lil mama lip gloss midpopularity midacousticness middanceability highenergy lowinstrumentalness lowliveness highloudness majormode midspeechiness hightempo highvalence midalbum_popularity midartist_popularity twothousands pop rap hip pop key2 
152,6A2hvKTF2FShj0Yma7CP8N,turn on the radio reba mcentire turn on the radio midpopularity lowacousticness middanceability highenergy lowinstrumentalness lowliveness highloudness majormode lowspeechiness hightempo highvalence midalbum_popularity midartist_popularity twothousands country contemporary country country dawn oklahoma country key11 
153,75a5fcQSduYyC93gXtgGhk,like me maia mitchell like me midpopularity lowacousticness highdanceability highenergy lowinstrumentalness highliveness highloudness majormode lowspeechiness hightempo highvalence midalbum_popularity midartist_popularity presenttime  key2 
154,5ilbsx6qkdgTZLptWIvXEV,best friends brother feat victoria justice victorious cast best friend's brother (feat. victoria justice) midpopularity lowacousticness middanceability highenergy lowinstrumentalness lowliveness highloudness majormode lowspeechiness hightempo highvalence midalbum_popularity midartist_popularity twothousands dance pop postteen pop key8 
155,1TZPKftwYGoShkfmrPBOg0,its your life dented fender sessions francesca battistelli it's your life [dented fender sessions] lowpopularity midacousticness lowdanceability midenergy lowinstrumentalness lowliveness highloudness majormode lowspeechiness midtempo lowvalence lowalbum_popularity midartist_popularity twothousands christian alternative rock christian music ccm worship key2 
156,6KEdjhTORrn8HOVeuABlUg,my sweet summer dirty heads my sweet summer midpopularity lowacousticness highdanceability highenergy lowinstrumentalness midliveness highloudness minormode lowspeechiness midtempo midvalence midalbum_popularity midartist_popularity presenttime  key5 
157,463CkQjx2Zk1yXoBuierM9,levitating feat dababy dua lipa levitating (feat. dababy) highpopularity lowacousticness highdanceability highenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness midtempo highvalence midalbum_popularity highartist_popularity presenttime pop dance pop uk pop key6 
